brand,model,price,year,kilometers,power,link
Škoda,Fabia,62000,2004,85000,47,/osobni/detail/skoda/fabia/18759887?goFrom=list
Volkswagen,Golf,62000,2004,125823,85,/osobni/detail/volkswagen/golf/18609049?goFrom=list
Peugeot,307,62000,2004,156000,100,/osobni/detail/peugeot/307/12689064?goFrom=list
Volkswagen,Golf,62000,2004,161200,77,/osobni/detail/volkswagen/golf/18785911?goFrom=list
Honda,Civic,62000,2004,168050,81,/osobni/detail/honda/civic/18634174?goFrom=list
BMW,Øada 3,62000,2004,199230,105,/osobni/detail/bmw/rada-3/18715480?goFrom=list
Škoda,Fabia,62000,2003,133564,47,/osobni/detail/skoda/fabia/18800181?goFrom=list
Honda,HR-V,62000,2003,143000,77,/osobni/detail/honda/hr-v/18806772?goFrom=list
Škoda,Fabia,62000,2002,140404,50,/osobni/detail/skoda/fabia/18800263?goFrom=list
Škoda,Fabia,62000,2001,164067,55,/osobni/detail/skoda/fabia/18625126?goFrom=list
Renault,Mégane,62500,2005,147400,83,/osobni/detail/renault/megane/18698835?goFrom=list
Citroën,Xsara Picasso,62800,2009,128003,80,/osobni/detail/citroen/xsara-picasso/18785797?goFrom=list
Citroën,C8,62800,2005,175000,94,/osobni/detail/citroen/c8/18741083?goFrom=list
Renault,Laguna,62800,2002,113000,152,/osobni/detail/renault/laguna/18442068?goFrom=list
Volkswagen,Golf Plus,62900,2007,149215,59,/osobni/detail/volkswagen/golf-plus/18726278?goFrom=list
Alfa Romeo,147,62900,2006,128960,77,/osobni/detail/alfa-romeo/147/18221427?goFrom=list
Škoda,Fabia,62900,2005,190983,47,/osobni/detail/skoda/fabia/18080368?goFrom=list
Ford,C-MAX,62900,2004,177756,92,/osobni/detail/ford/c-max/18563906?goFrom=list
Volkswagen,Golf,62900,2004,183500,85,/osobni/detail/volkswagen/golf/18754812?goFrom=list
Subaru,Justy,62900,2003,159113,68,/osobni/detail/subaru/justy/18682643?goFrom=list
Audi,A6,62900,2001,175595,114,/osobni/detail/audi/a6/18760521?goFrom=list
Citroën,Xsara Picasso,62999,2008,149000,66,/osobni/detail/citroen/xsara-picasso/18620238?goFrom=list
Fiat,Bravo,62999,2007,180782,88,/osobni/detail/fiat/bravo/18368837?goFrom=list
Renault,Modus,62999,2005,148287,65,/osobni/detail/renault/modus/18387930?goFrom=list
Renault,Clio,63000,2011,115400,43,/osobni/detail/renault/clio/18371926?goFrom=list
Renault,Thalia,63000,2011,136489,55,/osobni/detail/renault/thalia/18773035?goFrom=list
Fiat,Grande Punto,63000,2010,189189,48,/osobni/detail/fiat/grande-punto/18650611?goFrom=list
Opel,Corsa,63000,2010,126466,48,/osobni/detail/opel/corsa/18605912?goFrom=list
Škoda,Fabia,63000,2010,179500,51,/osobni/detail/skoda/fabia/18565347?goFrom=list
Fiat,Panda,63000,2009,73873,40,/osobni/detail/fiat/panda/18749497?goFrom=list
Dacia,Logan,63000,2009,98000,55,/osobni/detail/dacia/logan/18765096?goFrom=list
Dacia,Logan,63000,2009,118151,55,/osobni/detail/dacia/logan/18808027?goFrom=list
Citroën,C1,63000,2009,140750,50,/osobni/detail/citroen/c1/18781838?goFrom=list
Hyundai,Accent,63000,2008,105037,71,/osobni/detail/hyundai/accent/18706767?goFrom=list
Ford,C-MAX,63000,2008,194447,66,/osobni/detail/ford/c-max/18481108?goFrom=list
Renault,Mégane,63000,2008,150274,82,/osobni/detail/renault/megane/18771777?goFrom=list
Škoda,Fabia,63000,2008,153200,44,/osobni/detail/skoda/fabia/18807982?goFrom=list
Mitsubishi,Colt,63000,2008,163870,70,/osobni/detail/mitsubishi/colt/18781636?goFrom=list
Škoda,Fabia,63000,2008,169000,44,/osobni/detail/skoda/fabia/18757894?goFrom=list
Opel,Astra,63000,2008,176710,74,/osobni/detail/opel/astra/18743023?goFrom=list
Renault,Mégane,63000,2008,199500,78,/osobni/detail/renault/megane/18802398?goFrom=list
Renault,Clio,63000,2007,129544,55,/osobni/detail/renault/clio/18579470?goFrom=list
Opel,Corsa,63000,2007,102000,44,/osobni/detail/opel/corsa/18798804?goFrom=list
Škoda,Fabia,63000,2007,156000,44,/osobni/detail/skoda/fabia/18798758?goFrom=list
Škoda,Fabia,63000,2007,115000,44,/osobni/detail/skoda/fabia/18635443?goFrom=list
Škoda,Fabia,63000,2007,188048,59,/osobni/detail/skoda/fabia/18772593?goFrom=list
Škoda,Fabia,63000,2007,195391,74,/osobni/detail/skoda/fabia/18727168?goFrom=list
Škoda,Fabia,63000,2006,100147,47,/osobni/detail/skoda/fabia/18503520?goFrom=list
Ford,Fiesta,63000,2006,113984,51,/osobni/detail/ford/fiesta/18802965?goFrom=list
Škoda,Fabia,63000,2006,115551,47,/osobni/detail/skoda/fabia/18374583?goFrom=list
Škoda,Octavia,63000,2006,125000,75,/osobni/detail/skoda/octavia/18794757?goFrom=list
Škoda,Fabia,63000,2006,137679,55,/osobni/detail/skoda/fabia/17114175?goFrom=list
Honda,Jazz,63000,2006,140000,57,/osobni/detail/honda/jazz/18760387?goFrom=list
Škoda,Fabia,63000,2006,160620,59,/osobni/detail/skoda/fabia/18741427?goFrom=list
Ford,Focus,63000,2006,171500,74,/osobni/detail/ford/focus/18623970?goFrom=list
Citroën,C4,63000,2005,71503,65,/osobni/detail/citroen/c4/18810164?goFrom=list
Škoda,Fabia,63000,2005,71593,40,/osobni/detail/skoda/fabia/18789090?goFrom=list
Toyota,Yaris,63000,2005,97973,48,/osobni/detail/toyota/yaris/18806425?goFrom=list
Opel,Meriva,63000,2005,133000,66,/osobni/detail/opel/meriva/18619306?goFrom=list
Škoda,Fabia,63000,2005,156755,55,/osobni/detail/skoda/fabia/18773402?goFrom=list
Renault,Grand Scénic,63000,2005,197000,99,/osobni/detail/renault/grand-scenic/18561000?goFrom=list
Ford,Focus,63000,2005,199000,85,/osobni/detail/ford/focus/18784507?goFrom=list
Renault,Mégane,63000,2004,65440,72,/osobni/detail/renault/megane/18488442?goFrom=list
Opel,Meriva,63000,2004,122550,74,/osobni/detail/opel/meriva/18801833?goFrom=list
Ford,C-MAX,63000,2004,147000,88,/osobni/detail/ford/c-max/18806420?goFrom=list
Citroën,C2,63000,2004,166000,80,/osobni/detail/citroen/c2/18649428?goFrom=list
Ford,Fusion,63000,2004,172162,50,/osobni/detail/ford/fusion/16958063?goFrom=list
Seat,Altea,63000,2004,188766,77,/osobni/detail/seat/altea/17722749?goFrom=list
Škoda,Fabia,63000,2003,93327,40,/osobni/detail/skoda/fabia/18803727?goFrom=list
Volkswagen,New Beetle,63000,2003,111150,55,/osobni/detail/volkswagen/new-beetle/18053013?goFrom=list
Škoda,Octavia,63000,2003,176453,85,/osobni/detail/skoda/octavia/18558331?goFrom=list
Fiat,Stilo,63000,2002,165200,125,/osobni/detail/fiat/stilo/18678941?goFrom=list
Škoda,Fabia,63000,2002,167935,85,/osobni/detail/skoda/fabia/18730180?goFrom=list
Škoda,Octavia,63000,2002,194721,110,/osobni/detail/skoda/octavia/18710210?goFrom=list
Ford,Fiesta,63500,2006,142200,50,/osobni/detail/ford/fiesta/17002142?goFrom=list
Peugeot,206,63500,2003,105838,80,/osobni/detail/peugeot/206/18792206?goFrom=list
Volkswagen,Passat,63600,2003,177900,96,/osobni/detail/volkswagen/passat/18801209?goFrom=list
Mercedes-Benz,Tøídy A,63800,2006,189150,70,/osobni/detail/mercedes-benz/tridy-a/18800587?goFrom=list
Nissan,Pixo,63900,2010,179000,50,/osobni/detail/nissan/pixo/18020449?goFrom=list
Peugeot,207,63900,2008,134600,54,/osobni/detail/peugeot/207/18791972?goFrom=list
Seat,Ibiza,63900,2008,154000,44,/osobni/detail/seat/ibiza/18375938?goFrom=list
Citroën,C3,63900,2008,194229,50,/osobni/detail/citroen/c3/18736988?goFrom=list
Škoda,Fabia,63900,2006,187000,47,/osobni/detail/skoda/fabia/18731926?goFrom=list
Renault,Modus,63900,2005,144521,65,/osobni/detail/renault/modus/18658516?goFrom=list
Škoda,Fabia,63900,2005,160650,55,/osobni/detail/skoda/fabia/18804013?goFrom=list
Ford,Fiesta,63999,2007,58800,51,/osobni/detail/ford/fiesta/18666863?goFrom=list
Fiat,Punto,64000,2013,108000,51,/osobni/detail/fiat/punto/18801415?goFrom=list
Renault,Thalia,64000,2012,82002,55,/osobni/detail/renault/thalia/18774071?goFrom=list
Renault,Thalia,64000,2010,82957,55,/osobni/detail/renault/thalia/18773156?goFrom=list
Kia,Picanto,64000,2010,122481,46,/osobni/detail/kia/picanto/17527090?goFrom=list
Hyundai,i10,64000,2010,133418,48,/osobni/detail/hyundai/i10/18659165?goFrom=list
Suzuki,Alto,64000,2009,38940,50,/osobni/detail/suzuki/alto/18740814?goFrom=list
Peugeot,207,64000,2009,106184,66,/osobni/detail/peugeot/207/18751207?goFrom=list
Fiat,Punto,64000,2009,132221,57,/osobni/detail/fiat/punto/18415070?goFrom=list
Dacia,Logan,64000,2009,155400,55,/osobni/detail/dacia/logan/18769310?goFrom=list
Škoda,Fabia,64000,2008,173412,47,/osobni/detail/skoda/fabia/18616973?goFrom=list
Citroën,C1,64000,2008,88800,50,/osobni/detail/citroen/c1/18238761?goFrom=list
Renault,Twingo,64000,2008,95017,43,/osobni/detail/renault/twingo/18491990?goFrom=list
Alfa Romeo,147,64000,2008,129000,77,/osobni/detail/alfa-romeo/147/18662921?goFrom=list
Peugeot,207,64000,2008,130000,88,/osobni/detail/peugeot/207/18701427?goFrom=list
Renault,Thalia,64000,2008,139079,55,/osobni/detail/renault/thalia/18801206?goFrom=list
Citroën,C3,64000,2008,146468,44,/osobni/detail/citroen/c3/18792570?goFrom=list
Citroën,C4 Picasso,64000,2008,147492,80,/osobni/detail/citroen/c4-picasso/18791204?goFrom=list
Peugeot,207,64000,2008,148544,54,/osobni/detail/peugeot/207/18652508?goFrom=list
Peugeot,207,64000,2008,151000,70,/osobni/detail/peugeot/207/18398697?goFrom=list
Kia,Rio,64000,2008,163300,71,/osobni/detail/kia/rio/18710889?goFrom=list
Citroën,C4,64000,2008,167360,80,/osobni/detail/citroen/c4/18690945?goFrom=list
Peugeot,207,64000,2008,187000,54,/osobni/detail/peugeot/207/18712350?goFrom=list
Hyundai,i30,64000,2008,199000,84,/osobni/detail/hyundai/i30/17148303?goFrom=list
Škoda,Fabia,64000,2007,103225,44,/osobni/detail/skoda/fabia/18474745?goFrom=list
Suzuki,Swift,64000,2007,105000,68,/osobni/detail/suzuki/swift/18684047?goFrom=list
Ford,Mondeo,64000,2007,121998,81,/osobni/detail/ford/mondeo/18796949?goFrom=list
Smart,Fortwo,64000,2007,139630,52,/osobni/detail/smart/fortwo/18701049?goFrom=list
Alfa Romeo,147,64000,2007,150553,77,/osobni/detail/alfa-romeo/147/18743205?goFrom=list
Nissan,Almera,64000,2007,151000,72,/osobni/detail/nissan/almera/18775378?goFrom=list
Škoda,Fabia,64000,2007,157320,44,/osobni/detail/skoda/fabia/18772622?goFrom=list
Renault,Mégane,64000,2007,169000,96,/osobni/detail/renault/megane/18809076?goFrom=list
Peugeot,207,64000,2007,174040,80,/osobni/detail/peugeot/207/18632847?goFrom=list
Škoda,Fabia,64000,2007,176000,44,/osobni/detail/skoda/fabia/18318005?goFrom=list
Škoda,Fabia,64000,2007,177392,47,/osobni/detail/skoda/fabia/18805758?goFrom=list
Ford,C-MAX,64000,2007,189300,80,/osobni/detail/ford/c-max/17702390?goFrom=list
Ford,C-MAX,64000,2007,199420,66,/osobni/detail/ford/c-max/18627894?goFrom=list
Škoda,Fabia,64000,2006,77665,40,/osobni/detail/skoda/fabia/18772464?goFrom=list
Renault,Laguna,64000,2006,184972,98,/osobni/detail/renault/laguna/18708265?goFrom=list
Nissan,Almera Tino,64000,2006,82059,85,/osobni/detail/nissan/almera-tino/18402629?goFrom=list
Ford,Fusion,64000,2006,99201,59,/osobni/detail/ford/fusion/18787144?goFrom=list
Toyota,Yaris,64000,2006,134803,74,/osobni/detail/toyota/yaris/18808501?goFrom=list
Renault,Clio,64000,2006,150692,63,/osobni/detail/renault/clio/18547474?goFrom=list
Ford,Focus,64000,2006,151700,85,/osobni/detail/ford/focus/18808942?goFrom=list
Mazda,3,64000,2006,171362,77,/osobni/detail/mazda/3/18787622?goFrom=list
Škoda,Fabia,64000,2005,141961,55,/osobni/detail/skoda/fabia/18713037?goFrom=list
Škoda,Fabia,64000,2005,142000,55,/osobni/detail/skoda/fabia/18756674?goFrom=list
Citroën,C4,64000,2005,150020,65,/osobni/detail/citroen/c4/18793282?goFrom=list
Citroën,C4,64000,2005,155460,100,/osobni/detail/citroen/c4/18484160?goFrom=list
Ford,C-MAX,64000,2005,162792,80,/osobni/detail/ford/c-max/18713661?goFrom=list
Škoda,Fabia,64000,2005,167354,55,/osobni/detail/skoda/fabia/18158147?goFrom=list
Škoda,Fabia,64000,2005,171612,47,/osobni/detail/skoda/fabia/18758339?goFrom=list
Mazda,6,64000,2005,172800,108,/osobni/detail/mazda/6/18761220?goFrom=list
Škoda,Octavia,64000,2005,174000,75,/osobni/detail/skoda/octavia/18725595?goFrom=list
Ford,Focus,64000,2005,174300,85,/osobni/detail/ford/focus/18299249?goFrom=list
Mercedes-Benz,Tøídy A,64000,2005,174400,60,/osobni/detail/mercedes-benz/tridy-a/18804878?goFrom=list
Peugeot,307,64000,2005,176000,80,/osobni/detail/peugeot/307/18304411?goFrom=list
Opel,Astra,64000,2005,177300,77,/osobni/detail/opel/astra/18747712?goFrom=list
Mercedes-Benz,Tøídy A,64000,2005,184761,103,/osobni/detail/mercedes-benz/tridy-a/18649545?goFrom=list
Opel,Vectra,64000,2005,192669,90,/osobni/detail/opel/vectra/18638678?goFrom=list
Peugeot,307,64000,2004,120094,80,/osobni/detail/peugeot/307/18801962?goFrom=list
Škoda,Fabia,64000,2004,159901,55,/osobni/detail/skoda/fabia/18659802?goFrom=list
Škoda,Octavia,64000,2004,171000,66,/osobni/detail/skoda/octavia/18201442?goFrom=list
Škoda,Octavia,64000,2004,185622,81,/osobni/detail/skoda/octavia/18538429?goFrom=list
Volkswagen,Polo,64000,2003,86933,55,/osobni/detail/volkswagen/polo/18551688?goFrom=list
Škoda,Octavia,64000,2003,128793,85,/osobni/detail/skoda/octavia/18567217?goFrom=list
BMW,Øada 3,64000,2003,168000,85,/osobni/detail/bmw/rada-3/18775379?goFrom=list
BMW,Øada 3,64000,2003,191920,85,/osobni/detail/bmw/rada-3/18361254?goFrom=list
Renault,Clio,64500,2008,78000,43,/osobni/detail/renault/clio/18714869?goFrom=list
Mercedes-Benz,Tøídy C,64500,2003,198047,90,/osobni/detail/mercedes-benz/tridy-c/18751100?goFrom=list
Peugeot,207,64800,2011,180000,70,/osobni/detail/peugeot/207/18624446?goFrom=list
Opel,Astra,64800,2010,178000,92,/osobni/detail/opel/astra/18794756?goFrom=list
Seat,Cordoba,64800,2006,114004,63,/osobni/detail/seat/cordoba/18801716?goFrom=list
Nissan,Primera,64800,2006,166462,85,/osobni/detail/nissan/primera/18634587?goFrom=list
Nissan,Almera Tino,64800,2005,127577,85,/osobni/detail/nissan/almera-tino/18791544?goFrom=list
Ford,Fusion,64800,2005,146122,66,/osobni/detail/ford/fusion/18809273?goFrom=list
Mazda,6,64800,2005,190000,100,/osobni/detail/mazda/6/18480245?goFrom=list
Volkswagen,Golf,64800,2002,145000,77,/osobni/detail/volkswagen/golf/18288148?goFrom=list
Renault,Thalia,64877,2009,130600,55,/osobni/detail/renault/thalia/17891544?goFrom=list
Peugeot,307,64877,2005,130300,66,/osobni/detail/peugeot/307/16747864?goFrom=list
Ford,C-MAX,64877,2003,153400,88,/osobni/detail/ford/c-max/18003478?goFrom=list
Citroën,C1,64900,2010,57095,50,/osobni/detail/citroen/c1/18792183?goFrom=list
Chevrolet,Aveo,64900,2010,98279,62,/osobni/detail/chevrolet/aveo/18482165?goFrom=list
Kia,Cee´d,64900,2009,158961,80,/osobni/detail/kia/cee-d/18672000?goFrom=list
Nissan,Micra,64900,2009,167874,48,/osobni/detail/nissan/micra/18772440?goFrom=list
Peugeot,206,64900,2009,180000,44,/osobni/detail/peugeot/206/17910983?goFrom=list
Citroën,C3,64900,2008,44655,44,/osobni/detail/citroen/c3/18588026?goFrom=list
Citroën,Xsara Picasso,64900,2008,113905,80,/osobni/detail/citroen/xsara-picasso/18671147?goFrom=list
Opel,Meriva,64900,2008,119968,74,/osobni/detail/opel/meriva/18547510?goFrom=list
Opel,Corsa,64900,2008,138015,44,/osobni/detail/opel/corsa/18157529?goFrom=list
Renault,Scénic,64900,2008,169926,76,/osobni/detail/renault/scenic/18758397?goFrom=list
Citroën,C4 Picasso,64900,2008,195933,80,/osobni/detail/citroen/c4-picasso/18578243?goFrom=list
Ford,Fiesta,64900,2007,47606,51,/osobni/detail/ford/fiesta/18745528?goFrom=list
Daihatsu,Sirion,64900,2007,104208,64,/osobni/detail/daihatsu/sirion/18498948?goFrom=list
Citroën,C3,64900,2007,116370,44,/osobni/detail/citroen/c3/18297977?goFrom=list
Chrysler,PT Cruiser,64900,2007,123704,110,/osobni/detail/chrysler/pt-cruiser/18614747?goFrom=list
Seat,Ibiza,64900,2007,131000,51,/osobni/detail/seat/ibiza/18203299?goFrom=list
Mazda,3,64900,2007,163350,80,/osobni/detail/mazda/3/18771617?goFrom=list
Volkswagen,Caddy,64900,2007,163772,51,/osobni/detail/volkswagen/caddy/18801897?goFrom=list
Mazda,3,64900,2007,169001,105,/osobni/detail/mazda/3/18761035?goFrom=list
Ford,Focus,64900,2007,189500,80,/osobni/detail/ford/focus/18711809?goFrom=list
Nissan,Primera,64900,2007,189706,85,/osobni/detail/nissan/primera/18754974?goFrom=list
Fiat,Grande Punto,64900,2007,197750,70,/osobni/detail/fiat/grande-punto/18737500?goFrom=list
Peugeot,207,64900,2007,198283,70,/osobni/detail/peugeot/207/18653113?goFrom=list
Škoda,Fabia,64900,2006,99525,47,/osobni/detail/skoda/fabia/18792286?goFrom=list
Ford,Focus,64900,2006,117087,74,/osobni/detail/ford/focus/18535388?goFrom=list
Seat,Leon,64900,2006,125000,77,/osobni/detail/seat/leon/18773830?goFrom=list
Citroën,C4,64900,2006,127500,65,/osobni/detail/citroen/c4/16903836?goFrom=list
Škoda,Fabia,64900,2006,140869,55,/osobni/detail/skoda/fabia/18634925?goFrom=list
Mercedes-Benz,Tøídy A,64900,2006,145000,60,/osobni/detail/mercedes-benz/tridy-a/18730597?goFrom=list
Seat,Ibiza,64900,2006,166700,47,/osobni/detail/seat/ibiza/18542218?goFrom=list
Škoda,Fabia,64900,2006,168263,40,/osobni/detail/skoda/fabia/18350001?goFrom=list
Mercedes-Benz,Tøídy A,64900,2006,178272,80,/osobni/detail/mercedes-benz/tridy-a/18662758?goFrom=list
Škoda,Fabia,64900,2006,179958,55,/osobni/detail/skoda/fabia/18258778?goFrom=list
Opel,Astra,64900,2006,192900,74,/osobni/detail/opel/astra/18158266?goFrom=list
Ford,Focus,64900,2006,193872,80,/osobni/detail/ford/focus/18739201?goFrom=list
Opel,Astra,64900,2005,68719,66,/osobni/detail/opel/astra/18788739?goFrom=list
Ford,Focus,64900,2005,71000,74,/osobni/detail/ford/focus/18799751?goFrom=list
Renault,Scénic,64900,2005,139000,88,/osobni/detail/renault/scenic/17051328?goFrom=list
Opel,Tigra,64900,2005,139145,66,/osobni/detail/opel/tigra/18751756?goFrom=list
Suzuki,Swift,64900,2005,164909,67,/osobni/detail/suzuki/swift/18237490?goFrom=list
Mercedes-Benz,Tøídy A,64900,2005,166001,80,/osobni/detail/mercedes-benz/tridy-a/18146441?goFrom=list
Opel,Tigra,64900,2005,167371,66,/osobni/detail/opel/tigra/17782290?goFrom=list
Škoda,Fabia,64900,2005,170208,47,/osobni/detail/skoda/fabia/18669871?goFrom=list
Toyota,Yaris,64900,2005,170550,64,/osobni/detail/toyota/yaris/18625794?goFrom=list
Ford,Focus,64900,2005,172979,74,/osobni/detail/ford/focus/18270063?goFrom=list
Škoda,Fabia,64900,2005,173972,55,/osobni/detail/skoda/fabia/18366474?goFrom=list
Mazda,6,64900,2005,180566,89,/osobni/detail/mazda/6/18643309?goFrom=list
Opel,Meriva,64900,2005,189495,66,/osobni/detail/opel/meriva/18734987?goFrom=list
Toyota,Corolla,64900,2005,194726,71,/osobni/detail/toyota/corolla/18502103?goFrom=list
Renault,Scénic,64900,2004,64132,83,/osobni/detail/renault/scenic/18773518?goFrom=list
Škoda,Fabia,64900,2004,81000,55,/osobni/detail/skoda/fabia/18383606?goFrom=list
Suzuki,Ignis,64900,2004,91200,51,/osobni/detail/suzuki/ignis/18296367?goFrom=list
Opel,Astra,64900,2004,113011,74,/osobni/detail/opel/astra/18559319?goFrom=list
BMW,Øada 1,64900,2004,136000,85,/osobni/detail/bmw/rada-1/17073611?goFrom=list
Ford,Focus,64900,2004,145800,85,/osobni/detail/ford/focus/18747736?goFrom=list
Škoda,Fabia,64900,2004,162903,55,/osobni/detail/skoda/fabia/18760662?goFrom=list
Opel,Omega,64900,2004,168001,160,/osobni/detail/opel/omega/18739903?goFrom=list
Opel,Omega,64900,2004,168001,160,/osobni/detail/opel/omega/18739895?goFrom=list
Ford,C-MAX,64900,2004,169184,88,/osobni/detail/ford/c-max/18777311?goFrom=list
Fiat,Scudo,64900,2003,123769,69,/osobni/detail/fiat/scudo/18598491?goFrom=list
Seat,Ibiza,64900,2003,156340,55,/osobni/detail/seat/ibiza/17857389?goFrom=list
Volkswagen,Golf,64900,2003,166828,55,/osobni/detail/volkswagen/golf/18514020?goFrom=list
Seat,Leon,64900,2003,170397,77,/osobni/detail/seat/leon/18404173?goFrom=list
Peugeot,206,64900,2003,191811,80,/osobni/detail/peugeot/206/18768024?goFrom=list
BMW,Øada 3,64900,2003,192385,85,/osobni/detail/bmw/rada-3/18416178?goFrom=list
Volkswagen,Golf,64900,2002,142520,66,/osobni/detail/volkswagen/golf/18686401?goFrom=list
Škoda,Fabia,64900,2002,151751,55,/osobni/detail/skoda/fabia/18259431?goFrom=list
Volkswagen,Golf,64900,2002,157000,75,/osobni/detail/volkswagen/golf/18786758?goFrom=list
Peugeot,307,64900,2002,168241,80,/osobni/detail/peugeot/307/18566796?goFrom=list
Audi,A3,64900,2002,169929,75,/osobni/detail/audi/a3/18791068?goFrom=list
Audi,A6,64900,2002,191879,132,/osobni/detail/audi/a6/18783518?goFrom=list
Škoda,Fabia,64900,2001,123711,55,/osobni/detail/skoda/fabia/18807466?goFrom=list
Škoda,Octavia,64900,2000,128743,110,/osobni/detail/skoda/octavia/17494220?goFrom=list
Daihatsu,Terios,64900,2000,144500,61,/osobni/detail/daihatsu/terios/17867002?goFrom=list
Audi,A4,64900,2000,172500,110,/osobni/detail/audi/a4/18776872?goFrom=list
Dacia,Sandero,64990,2009,132000,55,/osobni/detail/dacia/sandero/18416189?goFrom=list
Volkswagen,Polo,64990,2007,106018,44,/osobni/detail/volkswagen/polo/18640386?goFrom=list
Daihatsu,Materia,64990,2007,141889,67,/osobni/detail/daihatsu/materia/18625933?goFrom=list
Renault,Scénic,64990,2006,149000,82,/osobni/detail/renault/scenic/18778286?goFrom=list
Škoda,Fabia,64990,2005,146740,40,/osobni/detail/skoda/fabia/18760001?goFrom=list
Škoda,Fabia,64990,2005,164000,55,/osobni/detail/skoda/fabia/18270409?goFrom=list
Škoda,Fabia,64990,2005,179200,55,/osobni/detail/skoda/fabia/18761609?goFrom=list
Škoda,Fabia,64990,2004,141000,55,/osobni/detail/skoda/fabia/18544005?goFrom=list
Toyota,Corolla Verso,64990,2004,185000,85,/osobni/detail/toyota/corolla-verso/18789314?goFrom=list
Nissan,Micra,64990,2003,78748,59,/osobni/detail/nissan/micra/17732705?goFrom=list
Škoda,Octavia,64990,2003,177829,55,/osobni/detail/skoda/octavia/18355617?goFrom=list
Škoda,Octavia,64990,2003,198000,81,/osobni/detail/skoda/octavia/18769952?goFrom=list
Citroën,C4,64999,2009,174700,80,/osobni/detail/citroen/c4/18748514?goFrom=list
Fiat,Punto,64999,2008,171400,88,/osobni/detail/fiat/punto/18778888?goFrom=list
Renault,Modus,64999,2008,186454,55,/osobni/detail/renault/modus/18684146?goFrom=list
Škoda,Fabia,64999,2007,180700,44,/osobni/detail/skoda/fabia/18751519?goFrom=list
Peugeot,307,64999,2007,133488,80,/osobni/detail/peugeot/307/18763796?goFrom=list
Mercedes-Benz,Tøídy A,64999,2007,147000,70,/osobni/detail/mercedes-benz/tridy-a/17800387?goFrom=list
Škoda,Fabia,64999,2007,173542,59,/osobni/detail/skoda/fabia/18763891?goFrom=list
Seat,Ibiza,64999,2007,198500,96,/osobni/detail/seat/ibiza/18811275?goFrom=list
Opel,Corsa,64999,2006,117000,59,/osobni/detail/opel/corsa/18754498?goFrom=list
Citroën,Xsara Picasso,64999,2006,138200,80,/osobni/detail/citroen/xsara-picasso/18074605?goFrom=list
Škoda,Fabia,64999,2005,125082,55,/osobni/detail/skoda/fabia/18196865?goFrom=list
Ford,Focus,64999,2005,155621,74,/osobni/detail/ford/focus/18743134?goFrom=list
Volkswagen,Polo,64999,2005,159559,55,/osobni/detail/volkswagen/polo/18107626?goFrom=list
Renault,Scénic,64999,2005,167000,83,/osobni/detail/renault/scenic/18740842?goFrom=list
Škoda,Fabia,64999,2004,148672,55,/osobni/detail/skoda/fabia/18752474?goFrom=list
Mercedes-Benz,Tøídy A,64999,2004,195000,85,/osobni/detail/mercedes-benz/tridy-a/18623790?goFrom=list
Škoda,Octavia,64999,2003,197594,81,/osobni/detail/skoda/octavia/17656746?goFrom=list
Škoda,Octavia,64999,2002,185211,75,/osobni/detail/skoda/octavia/18323968?goFrom=list
Ford,Ka,65000,2012,103000,51,/osobni/detail/ford/ka/18795404?goFrom=list
Fiat,Panda,65000,2012,113000,51,/osobni/detail/fiat/panda/18801334?goFrom=list
Fiat,Linea,65000,2012,130799,57,/osobni/detail/fiat/linea/18588744?goFrom=list
Kia,Picanto,65000,2011,110440,46,/osobni/detail/kia/picanto/18716838?goFrom=list
Peugeot,207,65000,2011,164000,50,/osobni/detail/peugeot/207/18772562?goFrom=list
Renault,Clio,65000,2011,173000,55,/osobni/detail/renault/clio/18293349?goFrom=list
Fiat,Linea,65000,2011,199900,57,/osobni/detail/fiat/linea/18804298?goFrom=list
Fiat,Panda,65000,2010,90500,40,/osobni/detail/fiat/panda/18788985?goFrom=list
Peugeot,206,65000,2010,162429,50,/osobni/detail/peugeot/206/18748340?goFrom=list
Hyundai,i10,65000,2010,71408,48,/osobni/detail/hyundai/i10/18498844?goFrom=list
Peugeot,107,65000,2010,100200,40,/osobni/detail/peugeot/107/18663973?goFrom=list
Renault,Thalia,65000,2010,113405,55,/osobni/detail/renault/thalia/18751172?goFrom=list
Renault,Thalia,65000,2010,113405,55,/osobni/detail/renault/thalia/18751171?goFrom=list
Citroën,C4,65000,2010,141284,65,/osobni/detail/citroen/c4/18762979?goFrom=list
Hyundai,i10,65000,2010,159457,64,/osobni/detail/hyundai/i10/18781331?goFrom=list
Hyundai,i10,65000,2010,159457,64,/osobni/detail/hyundai/i10/18772098?goFrom=list
Suzuki,Alto,65000,2010,175000,50,/osobni/detail/suzuki/alto/18318258?goFrom=list
Peugeot,207,65000,2010,183213,70,/osobni/detail/peugeot/207/18770626?goFrom=list
Hyundai,i10,65000,2009,105029,49,/osobni/detail/hyundai/i10/18577117?goFrom=list
Renault,Thalia,65000,2009,75349,55,/osobni/detail/renault/thalia/18757684?goFrom=list
Peugeot,308,65000,2009,101400,88,/osobni/detail/peugeot/308/16906598?goFrom=list
Renault,Thalia,65000,2009,106197,55,/osobni/detail/renault/thalia/18749518?goFrom=list
Chevrolet,Aveo,65000,2009,111000,55,/osobni/detail/chevrolet/aveo/18413029?goFrom=list
