brand,model,price,year,kilometers,power,link
Peugeot,206,49900,2005,126884,80,/osobni/detail/peugeot/206/18080723?goFrom=list
Renault,Clio,49900,2005,127500,55,/osobni/detail/renault/clio/18075186?goFrom=list
Kia,Cerato,49900,2005,128500,75,/osobni/detail/kia/cerato/18746176?goFrom=list
Škoda,Fabia,49900,2005,135244,40,/osobni/detail/skoda/fabia/18757801?goFrom=list
Kia,Picanto,49900,2005,135500,47,/osobni/detail/kia/picanto/17235476?goFrom=list
Renault,Clio,49900,2005,135737,65,/osobni/detail/renault/clio/17397009?goFrom=list
Citroën,C3,49900,2005,137000,54,/osobni/detail/citroen/c3/18373782?goFrom=list
Ford,Fiesta,49900,2005,140000,51,/osobni/detail/ford/fiesta/18809191?goFrom=list
Peugeot,206,49900,2005,149000,44,/osobni/detail/peugeot/206/17672174?goFrom=list
Citroën,C2,49900,2005,150335,50,/osobni/detail/citroen/c2/18619728?goFrom=list
Ford,Fiesta,49900,2005,151000,59,/osobni/detail/ford/fiesta/18765104?goFrom=list
Ford,Focus,49900,2005,154000,80,/osobni/detail/ford/focus/18762050?goFrom=list
Lancia,Y,49900,2005,155579,51,/osobni/detail/lancia/y/18685164?goFrom=list
Renault,Laguna,49900,2005,156343,88,/osobni/detail/renault/laguna/18208914?goFrom=list
Renault,Modus,49900,2005,158000,65,/osobni/detail/renault/modus/18793301?goFrom=list
Fiat,Idea,49900,2005,159000,51,/osobni/detail/fiat/idea/18596825?goFrom=list
Ford,Focus,49900,2005,162154,59,/osobni/detail/ford/focus/18703668?goFrom=list
Škoda,Octavia,49900,2005,176000,81,/osobni/detail/skoda/octavia/18808685?goFrom=list
Seat,Toledo,49900,2005,180000,75,/osobni/detail/seat/toledo/18338834?goFrom=list
Peugeot,307,49900,2005,180000,103,/osobni/detail/peugeot/307/18768510?goFrom=list
Seat,Leon,49900,2005,188495,81,/osobni/detail/seat/leon/18743802?goFrom=list
Fiat,Stilo,49900,2005,189300,85,/osobni/detail/fiat/stilo/18353217?goFrom=list
Volkswagen,Polo,49900,2005,190966,40,/osobni/detail/volkswagen/polo/18610506?goFrom=list
Renault,Mégane,49900,2005,195453,83,/osobni/detail/renault/megane/18415909?goFrom=list
Fiat,Multipla,49900,2005,196000,85,/osobni/detail/fiat/multipla/18578763?goFrom=list
Citroën,Xsara Picasso,49900,2005,199856,80,/osobni/detail/citroen/xsara-picasso/18328111?goFrom=list
Hyundai,Getz,49900,2004,78000,62,/osobni/detail/hyundai/getz/18650785?goFrom=list
Mazda,3,49900,2004,100000,77,/osobni/detail/mazda/3/18807486?goFrom=list
Peugeot,206,49900,2004,117363,50,/osobni/detail/peugeot/206/16994392?goFrom=list
Mitsubishi,Colt,49900,2004,132037,70,/osobni/detail/mitsubishi/colt/18616552?goFrom=list
Peugeot,206,49900,2004,138000,80,/osobni/detail/peugeot/206/18802585?goFrom=list
Ford,Fiesta,49900,2004,141025,59,/osobni/detail/ford/fiesta/18722233?goFrom=list
Škoda,Fabia,49900,2004,142800,47,/osobni/detail/skoda/fabia/18731050?goFrom=list
Citroën,Xsara Picasso,49900,2004,144308,85,/osobni/detail/citroen/xsara-picasso/18234255?goFrom=list
Daewoo,Nubira,49900,2004,147700,80,/osobni/detail/daewoo/nubira/17066820?goFrom=list
Renault,Mégane,49900,2004,149918,72,/osobni/detail/renault/megane/18763714?goFrom=list
Ford,Focus,49900,2004,153088,55,/osobni/detail/ford/focus/17507237?goFrom=list
Citroën,Xsara Picasso,49900,2004,173300,85,/osobni/detail/citroen/xsara-picasso/18155332?goFrom=list
Ford,Mondeo,49900,2004,177120,81,/osobni/detail/ford/mondeo/18513579?goFrom=list
Suzuki,Ignis,49900,2004,179800,80,/osobni/detail/suzuki/ignis/18530444?goFrom=list
Škoda,Fabia,49900,2004,183200,47,/osobni/detail/skoda/fabia/18628349?goFrom=list
Škoda,Fabia,49900,2004,183692,47,/osobni/detail/skoda/fabia/18061145?goFrom=list
Opel,Vectra,49900,2004,184000,114,/osobni/detail/opel/vectra/18722529?goFrom=list
Škoda,Fabia,49900,2004,186000,55,/osobni/detail/skoda/fabia/18748403?goFrom=list
Volkswagen,Golf,49900,2004,187431,77,/osobni/detail/volkswagen/golf/18774588?goFrom=list
Opel,Combo,49900,2004,188300,55,/osobni/detail/opel/combo/18369146?goFrom=list
Škoda,Fabia,49900,2004,188616,47,/osobni/detail/skoda/fabia/18300155?goFrom=list
Volkswagen,Golf,49900,2004,195370,55,/osobni/detail/volkswagen/golf/18761701?goFrom=list
Peugeot,307,49900,2004,196000,100,/osobni/detail/peugeot/307/18753408?goFrom=list
Škoda,Fabia,49900,2003,93140,40,/osobni/detail/skoda/fabia/18067441?goFrom=list
Renault,Mégane,49900,2003,108414,72,/osobni/detail/renault/megane/18740659?goFrom=list
Škoda,Fabia,49900,2003,115690,47,/osobni/detail/skoda/fabia/18514418?goFrom=list
Škoda,Fabia,49900,2003,130098,55,/osobni/detail/skoda/fabia/17930026?goFrom=list
Nissan,Primera,49900,2003,136249,103,/osobni/detail/nissan/primera/18635244?goFrom=list
Volkswagen,Polo,49900,2003,139901,40,/osobni/detail/volkswagen/polo/18773255?goFrom=list
Suzuki,Ignis,49900,2003,140000,61,/osobni/detail/suzuki/ignis/18789576?goFrom=list
Volkswagen,Polo,49900,2003,145000,55,/osobni/detail/volkswagen/polo/18737551?goFrom=list
Škoda,Fabia,49900,2003,147000,47,/osobni/detail/skoda/fabia/18381355?goFrom=list
Citroën,C3,49900,2003,152343,44,/osobni/detail/citroen/c3/18421926?goFrom=list
Citroën,C3,49900,2003,153000,44,/osobni/detail/citroen/c3/18142474?goFrom=list
Citroën,C3,49900,2003,153000,44,/osobni/detail/citroen/c3/18142473?goFrom=list
Suzuki,Wagon R,49900,2003,160000,56,/osobni/detail/suzuki/wagon-r/18617826?goFrom=list
Peugeot,307,49900,2003,162983,66,/osobni/detail/peugeot/307/18802731?goFrom=list
Fiat,Stilo,49900,2003,164600,76,/osobni/detail/fiat/stilo/18567226?goFrom=list
Škoda,Fabia,49900,2003,169077,44,/osobni/detail/skoda/fabia/18718875?goFrom=list
Mercedes-Benz,140,49900,2003,171926,60,/osobni/detail/mercedes-benz/140/18786963?goFrom=list
Ford,C-MAX,49900,2003,178046,88,/osobni/detail/ford/c-max/18774126?goFrom=list
Renault,Scénic,49900,2003,178300,83,/osobni/detail/renault/scenic/18356698?goFrom=list
Renault,Espace,49900,2003,181000,88,/osobni/detail/renault/espace/18742586?goFrom=list
Mazda,2,49900,2003,182000,59,/osobni/detail/mazda/2/18782329?goFrom=list
Ford,Fusion,49900,2003,188000,59,/osobni/detail/ford/fusion/18608612?goFrom=list
Citroën,C8,49900,2003,190000,79,/osobni/detail/citroen/c8/18718475?goFrom=list
Škoda,Fabia,49900,2003,190523,47,/osobni/detail/skoda/fabia/18213580?goFrom=list
Seat,Ibiza,49900,2003,193100,55,/osobni/detail/seat/ibiza/18665766?goFrom=list
Volkswagen,Polo,49900,2003,198384,55,/osobni/detail/volkswagen/polo/18395146?goFrom=list
Mazda,6,49900,2003,199000,104,/osobni/detail/mazda/6/18550278?goFrom=list
Renault,Clio,49900,2002,51250,43,/osobni/detail/renault/clio/18145636?goFrom=list
Smart,Fortwo,49900,2002,110900,33,/osobni/detail/smart/fortwo/18752083?goFrom=list
Volkswagen,Polo,49900,2002,111800,47,/osobni/detail/volkswagen/polo/17235350?goFrom=list
Toyota,Yaris,49900,2002,118300,50,/osobni/detail/toyota/yaris/18618001?goFrom=list
Škoda,Fabia,49900,2002,123000,47,/osobni/detail/skoda/fabia/18808299?goFrom=list
Škoda,Fabia,49900,2002,135024,74,/osobni/detail/skoda/fabia/18804865?goFrom=list
BMW,Øada 3,49900,2002,143639,85,/osobni/detail/bmw/rada-3/17855578?goFrom=list
Chrysler,PT Cruiser,49900,2002,144000,85,/osobni/detail/chrysler/pt-cruiser/18809649?goFrom=list
Škoda,Fabia,49900,2002,148256,40,/osobni/detail/skoda/fabia/16894485?goFrom=list
Smart,Fortwo,49900,2002,149299,30,/osobni/detail/smart/fortwo/18510774?goFrom=list
Škoda,Fabia,49900,2002,151449,50,/osobni/detail/skoda/fabia/18575423?goFrom=list
Škoda,Fabia,49900,2002,152000,55,/osobni/detail/skoda/fabia/18791037?goFrom=list
Citroën,C3,49900,2002,166359,80,/osobni/detail/citroen/c3/18785145?goFrom=list
Opel,Zafira,49900,2002,168000,108,/osobni/detail/opel/zafira/18420796?goFrom=list
Audi,A3,49900,2002,177900,132,/osobni/detail/audi/a3/18615987?goFrom=list
Volkswagen,Golf,49900,2002,181554,74,/osobni/detail/volkswagen/golf/18174966?goFrom=list
Toyota,Corolla,49900,2002,184000,66,/osobni/detail/toyota/corolla/18498181?goFrom=list
Audi,A2,49900,2001,108745,55,/osobni/detail/audi/a2/18775560?goFrom=list
Peugeot,607,49900,2001,125000,152,/osobni/detail/peugeot/607/18697397?goFrom=list
Volkswagen,Golf,49900,2001,158175,55,/osobni/detail/volkswagen/golf/18787822?goFrom=list
Opel,Frontera,49900,2000,72153,85,/osobni/detail/opel/frontera/18775238?goFrom=list
Volkswagen,Golf,49900,2000,141266,55,/osobni/detail/volkswagen/golf/18759485?goFrom=list
Škoda,Fabia,49900,2000,142534,50,/osobni/detail/skoda/fabia/18765153?goFrom=list
Audi,A3,49900,2000,183000,110,/osobni/detail/audi/a3/18503838?goFrom=list
Škoda,Fabia,49900,2000,190965,44,/osobni/detail/skoda/fabia/18720961?goFrom=list
Seat,Leon,49980,2004,113000,77,/osobni/detail/seat/leon/18732038?goFrom=list
Fiat,Punto,49990,2009,110562,48,/osobni/detail/fiat/punto/18729097?goFrom=list
Škoda,Fabia,49990,2009,136299,44,/osobni/detail/skoda/fabia/18804960?goFrom=list
Škoda,Fabia,49990,2006,99000,40,/osobni/detail/skoda/fabia/17061864?goFrom=list
Renault,Modus,49990,2006,125941,65,/osobni/detail/renault/modus/18690288?goFrom=list
Škoda,Fabia,49990,2006,143135,40,/osobni/detail/skoda/fabia/18216094?goFrom=list
Škoda,Fabia,49990,2006,149000,47,/osobni/detail/skoda/fabia/18740312?goFrom=list
Škoda,Fabia,49990,2005,69000,40,/osobni/detail/skoda/fabia/18675284?goFrom=list
Škoda,Fabia,49990,2005,87000,40,/osobni/detail/skoda/fabia/18527996?goFrom=list
Škoda,Fabia,49990,2005,132129,40,/osobni/detail/skoda/fabia/17628329?goFrom=list
Škoda,Fabia,49990,2005,146935,40,/osobni/detail/skoda/fabia/17644069?goFrom=list
Mercedes-Benz,Tøídy A,49990,2005,154500,80,/osobni/detail/mercedes-benz/tridy-a/18289642?goFrom=list
Renault,Laguna,49990,2005,165000,88,/osobni/detail/renault/laguna/18756763?goFrom=list
Opel,Meriva,49990,2004,146634,74,/osobni/detail/opel/meriva/16961234?goFrom=list
Smart,Fortwo,49990,2004,167000,45,/osobni/detail/smart/fortwo/18569051?goFrom=list
Škoda,Octavia,49990,2004,183000,75,/osobni/detail/skoda/octavia/18468109?goFrom=list
Citroën,C3,49990,2003,62000,66,/osobni/detail/citroen/c3/17996154?goFrom=list
Citroën,C3,49990,2003,138234,44,/osobni/detail/citroen/c3/18072310?goFrom=list
Škoda,Fabia,49990,2003,179000,55,/osobni/detail/skoda/fabia/18788658?goFrom=list
BMW,Øada 3,49990,2003,185000,85,/osobni/detail/bmw/rada-3/18148943?goFrom=list
Citroën,C3,49990,2002,138744,44,/osobni/detail/citroen/c3/18654032?goFrom=list
Škoda,Fabia,49990,2002,147000,55,/osobni/detail/skoda/fabia/18233369?goFrom=list
Citroën,C3,49990,2002,155427,44,/osobni/detail/citroen/c3/18796214?goFrom=list
Škoda,Fabia,49990,2002,168948,55,/osobni/detail/skoda/fabia/16995571?goFrom=list
Škoda,Fabia,49990,2001,135000,55,/osobni/detail/skoda/fabia/17777598?goFrom=list
Volkswagen,Golf,49990,2000,147000,77,/osobni/detail/volkswagen/golf/18776297?goFrom=list
Chevrolet,Matiz,49999,2010,133000,38,/osobni/detail/chevrolet/matiz/18580156?goFrom=list
Fiat,Fiorino,49999,2010,190434,55,/osobni/detail/fiat/fiorino/18667974?goFrom=list
Citroën,C1,49999,2009,126177,50,/osobni/detail/citroen/c1/18761213?goFrom=list
Dacia,Logan,49999,2008,78000,55,/osobni/detail/dacia/logan/17232456?goFrom=list
Mitsubishi,Colt,49999,2008,102280,55,/osobni/detail/mitsubishi/colt/18769256?goFrom=list
Volkswagen,Polo,49999,2007,198400,51,/osobni/detail/volkswagen/polo/18811251?goFrom=list
Renault,Clio,49999,2007,120254,55,/osobni/detail/renault/clio/17942361?goFrom=list
Daihatsu,Cuore,49999,2007,139293,43,/osobni/detail/daihatsu/cuore/18785430?goFrom=list
Ford,Fiesta,49999,2007,154844,51,/osobni/detail/ford/fiesta/18559707?goFrom=list
Kia,Picanto,49999,2006,81000,48,/osobni/detail/kia/picanto/17529831?goFrom=list
Suzuki,Wagon R,49999,2006,88000,69,/osobni/detail/suzuki/wagon-r/16774169?goFrom=list
Chevrolet,Matiz,49999,2006,95997,49,/osobni/detail/chevrolet/matiz/18697834?goFrom=list
Fiat,Grande Punto,49999,2006,150215,55,/osobni/detail/fiat/grande-punto/18682528?goFrom=list
Volkswagen,Polo,49999,2006,152000,51,/osobni/detail/volkswagen/polo/18143329?goFrom=list
Ford,Focus,49999,2006,154203,80,/osobni/detail/ford/focus/18372940?goFrom=list
Smart,Forfour,49999,2006,156812,70,/osobni/detail/smart/forfour/18576151?goFrom=list
Mitsubishi,Colt,49999,2006,167000,55,/osobni/detail/mitsubishi/colt/18305208?goFrom=list
Mitsubishi,Colt,49999,2006,169000,55,/osobni/detail/mitsubishi/colt/18525727?goFrom=list
Peugeot,206,49999,2006,178712,55,/osobni/detail/peugeot/206/17461021?goFrom=list
Peugeot,1007,49999,2006,184123,54,/osobni/detail/peugeot/1007/18413362?goFrom=list
Opel,Combo,49999,2006,195000,55,/osobni/detail/opel/combo/18527659?goFrom=list
Volkswagen,Polo,49999,2006,197730,40,/osobni/detail/volkswagen/polo/18325043?goFrom=list
Suzuki,Alto,49999,2005,87876,46,/osobni/detail/suzuki/alto/16585997?goFrom=list
Volkswagen,Polo,49999,2005,98700,40,/osobni/detail/volkswagen/polo/18808928?goFrom=list
Škoda,Fabia,49999,2005,120258,55,/osobni/detail/skoda/fabia/18329589?goFrom=list
Škoda,Fabia,49999,2005,125990,40,/osobni/detail/skoda/fabia/18777886?goFrom=list
Nissan,Micra,49999,2005,139520,48,/osobni/detail/nissan/micra/18550308?goFrom=list
Toyota,Yaris,49999,2005,146900,48,/osobni/detail/toyota/yaris/18811643?goFrom=list
Volvo,S40,49999,2005,150000,92,/osobni/detail/volvo/s40/18787088?goFrom=list
Škoda,Fabia,49999,2005,158000,47,/osobni/detail/skoda/fabia/18681134?goFrom=list
Peugeot,307,49999,2005,169523,80,/osobni/detail/peugeot/307/18798266?goFrom=list
Peugeot,307,49999,2005,169563,80,/osobni/detail/peugeot/307/18798230?goFrom=list
Peugeot,206,49999,2005,180000,80,/osobni/detail/peugeot/206/18361834?goFrom=list
Škoda,Fabia,49999,2005,187000,40,/osobni/detail/skoda/fabia/18791931?goFrom=list
Škoda,Fabia,49999,2005,189378,74,/osobni/detail/skoda/fabia/18455348?goFrom=list
Škoda,Superb,49999,2005,193800,120,/osobni/detail/skoda/superb/18157816?goFrom=list
Opel,Astra,49999,2005,196932,92,/osobni/detail/opel/astra/17432113?goFrom=list
Volkswagen,Polo,49999,2004,91290,55,/osobni/detail/volkswagen/polo/18806615?goFrom=list
Smart,Fortwo,49999,2004,99000,37,/osobni/detail/smart/fortwo/18695831?goFrom=list
Škoda,Fabia,49999,2004,177000,55,/osobni/detail/skoda/fabia/18801338?goFrom=list
Kia,Picanto,49999,2004,185870,48,/osobni/detail/kia/picanto/18429635?goFrom=list
Peugeot,307,49999,2004,190632,80,/osobni/detail/peugeot/307/18750230?goFrom=list
Opel,Zafira,49999,2004,192000,92,/osobni/detail/opel/zafira/18730167?goFrom=list
Citroën,C3,49999,2003,108457,44,/osobni/detail/citroen/c3/18312764?goFrom=list
Opel,Meriva,49999,2003,140000,74,/osobni/detail/opel/meriva/18453986?goFrom=list
Ford,Streetka,49999,2003,150000,70,/osobni/detail/ford/streetka/17929697?goFrom=list
Škoda,Fabia,49999,2003,168000,55,/osobni/detail/skoda/fabia/18383320?goFrom=list
BMW,Øada 3,49999,2003,181200,85,/osobni/detail/bmw/rada-3/18761055?goFrom=list
Škoda,Fabia,49999,2003,184000,55,/osobni/detail/skoda/fabia/18096920?goFrom=list
Škoda,Fabia,49999,2003,185000,47,/osobni/detail/skoda/fabia/18125132?goFrom=list
Ford,Fusion,49999,2003,190301,59,/osobni/detail/ford/fusion/18766395?goFrom=list
BMW,Øada 3,49999,2002,173893,85,/osobni/detail/bmw/rada-3/18809544?goFrom=list
Škoda,Octavia,49999,2002,188600,75,/osobni/detail/skoda/octavia/18733415?goFrom=list
Ford,Mondeo,49999,2002,191992,96,/osobni/detail/ford/mondeo/17627018?goFrom=list
Smart,,49999,2001,116000,40,/osobni/detail/smart/ostatni/16386675?goFrom=list
Škoda,Fabia,49999,2001,134000,55,/osobni/detail/skoda/fabia/18799549?goFrom=list
Volkswagen,Golf,49999,2001,135472,55,/osobni/detail/volkswagen/golf/16909087?goFrom=list
Škoda,Fabia,49999,2001,142923,55,/osobni/detail/skoda/fabia/17644001?goFrom=list
Opel,Zafira,49999,2001,165300,74,/osobni/detail/opel/zafira/18112733?goFrom=list
Škoda,Fabia,49999,2001,176145,74,/osobni/detail/skoda/fabia/16519033?goFrom=list
Subaru,Impreza,49999,2001,180200,70,/osobni/detail/subaru/impreza/18728786?goFrom=list
Škoda,Octavia,49999,2000,145000,74,/osobni/detail/skoda/octavia/18297592?goFrom=list
Volkswagen,Golf,49999,2000,180947,55,/osobni/detail/volkswagen/golf/18509862?goFrom=list
Renault,Thalia,50000,2012,193135,55,/osobni/detail/renault/thalia/18795828?goFrom=list
Fiat,Linea,50000,2011,175147,57,/osobni/detail/fiat/linea/18797601?goFrom=list
Chevrolet,Spark,50000,2010,66742,38,/osobni/detail/chevrolet/spark/18708491?goFrom=list
Volkswagen,Fox,50000,2010,125000,40,/osobni/detail/volkswagen/fox/18460528?goFrom=list
Peugeot,206,50000,2009,88125,55,/osobni/detail/peugeot/206/18803752?goFrom=list
Renault,Thalia,50000,2009,93575,55,/osobni/detail/renault/thalia/18800211?goFrom=list
Peugeot,207,50000,2009,101818,88,/osobni/detail/peugeot/207/18796963?goFrom=list
Chevrolet,Aveo,50000,2009,156554,69,/osobni/detail/chevrolet/aveo/18764774?goFrom=list
Škoda,Fabia,50000,2009,165720,51,/osobni/detail/skoda/fabia/18753098?goFrom=list
Hyundai,Accent,50000,2009,169831,71,/osobni/detail/hyundai/accent/18630622?goFrom=list
Hyundai,Accent,50000,2009,169831,71,/osobni/detail/hyundai/accent/18630621?goFrom=list
Škoda,Fabia,50000,2009,194009,51,/osobni/detail/skoda/fabia/18763191?goFrom=list
Renault,Mégane,50000,2008,141991,78,/osobni/detail/renault/megane/18500801?goFrom=list
Citroën,C1,50000,2008,55772,50,/osobni/detail/citroen/c1/18786170?goFrom=list
Renault,Mégane,50000,2008,84229,82,/osobni/detail/renault/megane/18577158?goFrom=list
Mitsubishi,Colt,50000,2008,101217,55,/osobni/detail/mitsubishi/colt/18763679?goFrom=list
Chevrolet,Aveo,50000,2008,122000,69,/osobni/detail/chevrolet/aveo/18812015?goFrom=list
Chevrolet,Aveo,50000,2008,137404,53,/osobni/detail/chevrolet/aveo/18811020?goFrom=list
Škoda,Fabia,50000,2008,141000,47,/osobni/detail/skoda/fabia/18753075?goFrom=list
Chevrolet,Aveo,50000,2008,148529,69,/osobni/detail/chevrolet/aveo/18784680?goFrom=list
Škoda,Fabia,50000,2008,149515,51,/osobni/detail/skoda/fabia/18753100?goFrom=list
Renault,Mégane,50000,2008,154590,82,/osobni/detail/renault/megane/18798136?goFrom=list
Škoda,Fabia,50000,2008,165177,44,/osobni/detail/skoda/fabia/18594486?goFrom=list
Opel,Meriva,50000,2008,169175,66,/osobni/detail/opel/meriva/18763991?goFrom=list
Fiat,Grande Punto,50000,2008,182000,57,/osobni/detail/fiat/grande-punto/18555453?goFrom=list
Renault,Mégane,50000,2008,182218,96,/osobni/detail/renault/megane/18743554?goFrom=list
Škoda,Fabia,50000,2008,193916,44,/osobni/detail/skoda/fabia/18724291?goFrom=list
Škoda,Fabia,50000,2008,195005,51,/osobni/detail/skoda/fabia/18753048?goFrom=list
Chevrolet,Aveo,50000,2007,153008,69,/osobni/detail/chevrolet/aveo/18799334?goFrom=list
Peugeot,207,50000,2007,160541,54,/osobni/detail/peugeot/207/18792530?goFrom=list
Chevrolet,Aveo,50000,2007,26945,53,/osobni/detail/chevrolet/aveo/18604134?goFrom=list
Peugeot,107,50000,2007,101128,50,/osobni/detail/peugeot/107/18777266?goFrom=list
Škoda,Roomster,50000,2007,102777,0,/osobni/detail/skoda/roomster/18795365?goFrom=list
Škoda,Fabia,50000,2007,108524,40,/osobni/detail/skoda/fabia/18788805?goFrom=list
Hyundai,Accent,50000,2007,110000,82,/osobni/detail/hyundai/accent/18806801?goFrom=list
Škoda,Octavia,50000,2007,111114,75,/osobni/detail/skoda/octavia/18663115?goFrom=list
Fiat,Grande Punto,50000,2007,113000,48,/osobni/detail/fiat/grande-punto/18810791?goFrom=list
Dacia,Logan,50000,2007,128008,55,/osobni/detail/dacia/logan/18806426?goFrom=list
Škoda,Fabia,50000,2007,128341,59,/osobni/detail/skoda/fabia/18207283?goFrom=list
Peugeot,307,50000,2007,131588,80,/osobni/detail/peugeot/307/18340583?goFrom=list
Škoda,Fabia,50000,2007,131986,40,/osobni/detail/skoda/fabia/18794829?goFrom=list
Hyundai,Getz,50000,2007,133347,49,/osobni/detail/hyundai/getz/18777275?goFrom=list
Chevrolet,Aveo,50000,2007,134530,69,/osobni/detail/chevrolet/aveo/18742509?goFrom=list
Škoda,Fabia,50000,2007,138515,55,/osobni/detail/skoda/fabia/18779598?goFrom=list
Renault,Clio,50000,2007,139616,43,/osobni/detail/renault/clio/18751903?goFrom=list
Škoda,Fabia,50000,2007,146000,59,/osobni/detail/skoda/fabia/18800006?goFrom=list
Toyota,Aygo,50000,2007,152000,40,/osobni/detail/toyota/aygo/18051045?goFrom=list
Ford,Mondeo,50000,2007,153232,110,/osobni/detail/ford/mondeo/18756085?goFrom=list
Škoda,Fabia,50000,2007,153526,55,/osobni/detail/skoda/fabia/18724299?goFrom=list
Škoda,Fabia,50000,2007,157056,44,/osobni/detail/skoda/fabia/18678027?goFrom=list
Škoda,Roomster,50000,2007,172919,51,/osobni/detail/skoda/roomster/18489832?goFrom=list
Ford,Focus,50000,2007,175487,80,/osobni/detail/ford/focus/18805423?goFrom=list
Ford,Mondeo,50000,2007,176379,96,/osobni/detail/ford/mondeo/18756066?goFrom=list
Škoda,Octavia,50000,2007,197218,85,/osobni/detail/skoda/octavia/18796977?goFrom=list
Škoda,Fabia,50000,2007,198517,44,/osobni/detail/skoda/fabia/18464842?goFrom=list
Opel,Corsa,50000,2006,148780,59,/osobni/detail/opel/corsa/18755226?goFrom=list
Opel,Corsa,50000,2006,88403,59,/osobni/detail/opel/corsa/18727106?goFrom=list
Škoda,Fabia,50000,2006,150330,40,/osobni/detail/skoda/fabia/18578440?goFrom=list
Škoda,Fabia,50000,2006,167369,47,/osobni/detail/skoda/fabia/18634670?goFrom=list
Renault,Laguna,50000,2006,196103,96,/osobni/detail/renault/laguna/18750607?goFrom=list
Opel,Corsa,50000,2006,97792,59,/osobni/detail/opel/corsa/18809153?goFrom=list
Citroën,C3,50000,2006,114123,50,/osobni/detail/citroen/c3/18617250?goFrom=list
Mazda,2,50000,2006,122462,59,/osobni/detail/mazda/2/18809406?goFrom=list
Fiat,Idea,50000,2006,131733,51,/osobni/detail/fiat/idea/18794000?goFrom=list
Fiat,Panda,50000,2006,139572,44,/osobni/detail/fiat/panda/18771060?goFrom=list
Citroën,C3,50000,2006,143394,44,/osobni/detail/citroen/c3/18767172?goFrom=list
Škoda,Octavia,50000,2006,145531,75,/osobni/detail/skoda/octavia/18667029?goFrom=list
Škoda,Fabia,50000,2006,146488,47,/osobni/detail/skoda/fabia/18807628?goFrom=list
Opel,Meriva,50000,2006,147862,55,/osobni/detail/opel/meriva/18811523?goFrom=list
Toyota,Yaris,50000,2006,156500,51,/osobni/detail/toyota/yaris/18769149?goFrom=list
Ford,Focus,50000,2006,156502,66,/osobni/detail/ford/focus/18568847?goFrom=list
Škoda,Fabia,50000,2006,157950,47,/osobni/detail/skoda/fabia/18804408?goFrom=list
Ford,Fiesta,50000,2006,158329,51,/osobni/detail/ford/fiesta/18765719?goFrom=list
Ford,Focus,50000,2006,158791,85,/osobni/detail/ford/focus/18612060?goFrom=list
Peugeot,207,50000,2006,158988,80,/osobni/detail/peugeot/207/18732504?goFrom=list
Hyundai,Getz,50000,2006,159396,65,/osobni/detail/hyundai/getz/17510294?goFrom=list
Renault,Clio,50000,2006,160133,48,/osobni/detail/renault/clio/18783560?goFrom=list
Citroën,C4,50000,2006,160830,80,/osobni/detail/citroen/c4/18786813?goFrom=list
Ford,C-MAX,50000,2006,168314,66,/osobni/detail/ford/c-max/18799894?goFrom=list
Peugeot,206,50000,2006,168436,65,/osobni/detail/peugeot/206/18781604?goFrom=list
Renault,Thalia,50000,2006,170779,72,/osobni/detail/renault/thalia/18782539?goFrom=list
Škoda,Octavia,50000,2006,172316,74,/osobni/detail/skoda/octavia/18721421?goFrom=list
Škoda,Fabia,50000,2006,178957,40,/osobni/detail/skoda/fabia/18792812?goFrom=list
Renault,Mégane,50000,2006,185771,82,/osobni/detail/renault/megane/18585935?goFrom=list
Ford,Mondeo,50000,2006,189709,96,/osobni/detail/ford/mondeo/18718801?goFrom=list
Škoda,Fabia,50000,2006,190423,40,/osobni/detail/skoda/fabia/18811547?goFrom=list
Škoda,Octavia,50000,2006,190961,74,/osobni/detail/skoda/octavia/18739477?goFrom=list
Škoda,Octavia,50000,2006,195079,75,/osobni/detail/skoda/octavia/18763195?goFrom=list
Ford,Focus,50000,2006,196412,85,/osobni/detail/ford/focus/18777351?goFrom=list
Mercedes-Benz,Tøídy A,50000,2005,125112,70,/osobni/detail/mercedes-benz/tridy-a/18508451?goFrom=list
Škoda,Fabia,50000,2005,176503,47,/osobni/detail/skoda/fabia/18765904?goFrom=list
Renault,Thalia,50000,2005,51350,72,/osobni/detail/renault/thalia/18756124?goFrom=list
Renault,Clio,50000,2005,58733,43,/osobni/detail/renault/clio/18772830?goFrom=list
Škoda,Fabia,50000,2005,64811,47,/osobni/detail/skoda/fabia/18579713?goFrom=list
Škoda,Fabia,50000,2005,67590,40,/osobni/detail/skoda/fabia/18811201?goFrom=list
Renault,Modus,50000,2005,72470,55,/osobni/detail/renault/modus/18798988?goFrom=list
Citroën,C3,50000,2005,76407,44,/osobni/detail/citroen/c3/18795690?goFrom=list
Škoda,Fabia,50000,2005,107785,40,/osobni/detail/skoda/fabia/18783097?goFrom=list
Kia,Picanto,50000,2005,111942,49,/osobni/detail/kia/picanto/18791368?goFrom=list
Peugeot,206,50000,2005,121253,55,/osobni/detail/peugeot/206/18625305?goFrom=list
Citroën,C3,50000,2005,122205,44,/osobni/detail/citroen/c3/18754438?goFrom=list
Peugeot,206,50000,2005,125269,40,/osobni/detail/peugeot/206/18803751?goFrom=list
Škoda,Fabia,50000,2005,125825,40,/osobni/detail/skoda/fabia/18755695?goFrom=list
Ford,Mondeo,50000,2005,130193,107,/osobni/detail/ford/mondeo/18810993?goFrom=list
